EmployeeID,Gender,Age,Education,EducationType,MaritalStatus,TotalCompanies,TotalExperience,DistanceToOffice,Department,Traveltype_last_year,BillingRate,MonthlyIncome,Years_at_Company,Years_InCurrentRole,LastSalaryHike,PotentialReview,PerformanceReview,SatisfactionScore,JobRole_SatisfactionScore,Overall_SatisfactionScore
AB1262,Male,33,Masters / PHD,Phycology / Behavior Sciences,Single,4,17,11,BusinessDevelopment,ClientEngagement,132,5047,14,12,23,High,Exceed Expectations,Promoter,Promoter,Detractor
AB1263,Female,35,Masters / PHD,Economics,Single,4,12,9,ClientSolutions,Conference,26,17998,4,3,14,High,Met Expectations,Detractor,Passive,Passive
AB1264,Male,21,Graduation,Economics,Married,1,4,4,ClientSolutions,Conference,120,2945,4,3,16,High,Met Expectations,Passive,Promoter,Passive
AB1265,Male,30,Graduation,Economics,Married,9,20,10,ClientSolutions,Conference,168,9138,16,10,16,High,Met Expectations,Promoter,Detractor,Promoter
AB1266,Female,33,Graduation,Bio-technology,Single,1,5,21,BusinessDevelopment,Conference,161,3471,5,4,22,High,Exceed Expectations,Passive,Passive,Promoter
AB1267,Female,20,Graduation,Economics,Single,1,7,4,BusinessDevelopment,Conference,106,4944,7,5,14,Medium,Met Expectations,Passive,Promoter,Promoter
AB1268,Female,28,Graduation,Marketing / Finance,Single,1,12,10,ClientSolutions,Conference,175,9466,10,9,16,Medium,Met Expectations,Promoter,Passive,Passive
AB1269,Male,20,Under Graduation,Economics,Married,1,10,30,ClientSolutions,Conference,118,7200,10,8,16,Low,Met Expectations,Passive,Passive,Passive
AB1270,Male,30,Graduation,Phycology / Behavior Sciences,Single,8,9,2,ClientSolutions,Conference,163,2323,0,0,17,Medium,Met Expectations,Promoter,Passive,Passive
AB1271,Male,22,Graduation,Marketing / Finance,Married,1,0,3,ClientSolutions,No,54,1903,0,0,14,High,Met Expectations,Promoter,Promoter,Passive
AB1272,Male,21,Graduation,Marketing / Finance,Married,1,10,2,ClientSolutions,Conference,127,6022,10,9,15,Very High,Met Expectations,Promoter,Promoter,Passive
AB1273,Male,29,Masters / PHD,Economics,Divorced,10,10,28,BusinessDevelopment,Conference,199,4538,5,4,20,High,Met Expectations,Passive,Detractor,Passive
AB1274,Male,25,Masters / PHD,Bio-technology,Single,1,10,4,BusinessDevelopment,Conference,143,6411,10,9,15,Medium,Met Expectations,Promoter,Promoter,Passive
AB1275,Male,23,Graduation,Marketing / Finance,Single,1,7,15,ClientSolutions,No,134,2382,7,4,16,High,Met Expectations,Passive,Passive,Passive
AB1276,Female,36,Masters / PHD,Economics,Single,1,13,1,ClientSolutions,Conference,124,8376,12,9,16,Very High,Met Expectations,Passive,Promoter,Passive
AB1277,Male,34,Graduation,Marketing / Finance,Married,12,23,6,ClientSolutions,Conference,169,14636,17,9,16,High,Met Expectations,Passive,Detractor,Passive
AB1278,Female,25,Masters / PHD,Economics,Divorced,1,10,19,Support,MonthlyTravel,64,3035,9,9,14,High,Met Expectations,Passive,Passive,Passive
AB1279,Female,37,Masters / PHD,Marketing / Finance,Divorced,8,27,15,ClientSolutions,Conference,62,18764,25,12,16,Medium,Met Expectations,Passive,Passive,Promoter
AB1280,Female,51,Masters / PHD,Marketing / Finance,Married,5,18,5,ClientSolutions,Conference,65,7533,9,1,17,High,Met Expectations,Promoter,Promoter,Passive
AB1281,Male,18,Under Graduation,Phycology / Behavior Sciences,Married,1,7,3,BusinessDevelopment,Conference,15,4624,7,4,19,High,Met Expectations,Passive,Detractor,Promoter
AB1282,Female,43,Graduation,Economics,Single,9,8,2,ClientSolutions,Conference,160,3550,3,3,17,Medium,Met Expectations,Passive,Promoter,Passive
AB1283,Male,35,Graduation,Economics,Divorced,1,33,11,ClientSolutions,Conference,119,15716,33,13,14,Medium,Met Expectations,Detractor,Passive,Passive
AB1284,Female,28,Graduation,Marketing / Finance,Divorced,5,20,21,ClientSolutions,LongTermProject,16,4897,14,10,16,High,Met Expectations,Passive,Passive,Passive
AB1285,Female,37,Graduation,Marketing / Finance,Married,5,17,15,ClientSolutions,Conference,31,9799,12,9,22,High,Exceed Expectations,Promoter,Passive,Detractor
AB1286,Male,34,Masters / PHD,Economics,Single,3,23,17,ClientSolutions,No,33,8545,14,12,20,High,Inconsistent,Detractor,Promoter,Detractor
AB1287,Male,32,Graduation,Marketing / Finance,Married,5,9,12,ClientSolutions,Conference,60,5828,7,5,21,High,Exceed Expectations,Promoter,Detractor,Passive
AB1288,Male,24,Graduation,Marketing / Finance,Married,3,13,2,BusinessDevelopment,Conference,147,7304,0,0,20,Medium,Met Expectations,Promoter,Passive,Promoter
AB1289,Male,38,Masters / PHD,Economics,Married,7,26,5,BusinessDevelopment,ClientEngagement,87,11494,23,17,21,Medium,Exceed Expectations,Promoter,Detractor,Passive
AB1290,Female,48,Graduation,Economics,Married,5,38,15,BusinessDevelopment,Conference,73,19587,1,0,16,High,Met Expectations,Promoter,Promoter,Passive
AB1291,Female,34,Masters / PHD,Economics,Single,12,23,2,ClientSolutions,Conference,64,5954,21,18,14,High,Met Expectations,Passive,Passive,Promoter
AB1292,Female,41,Graduation,Bio-technology,Single,4,38,12,ClientSolutions,Conference,167,14410,7,3,18,Medium,Met Expectations,Promoter,Passive,Passive
AB1293,Female,22,Graduation,Marketing / Finance,Married,10,7,8,BusinessDevelopment,Conference,157,2808,1,0,16,Very High,Met Expectations,Passive,Promoter,Passive
AB1294,Male,26,Graduation,Marketing / Finance,Single,3,13,9,ClientSolutions,Conference,60,12335,7,3,24,Very High,Exceed Expectations,Passive,Promoter,Promoter
AB1295,Male,52,Masters / PHD,Bio-technology,Married,10,25,2,ClientSolutions,Conference,125,2948,7,3,20,Medium,Exceed Expectations,Passive,Promoter,Passive
AB1296,Male,20,Under Graduation,Marketing / Finance,Married,1,1,10,BusinessDevelopment,Conference,124,1188,1,0,22,High,Exceed Expectations,Promoter,Passive,Passive
AB1297,Male,31,Graduation,Marketing / Finance,Married,4,20,19,ClientSolutions,Conference,101,6392,1,0,18,Low,Met Expectations,Passive,Promoter,Passive
AB1298,Female,28,Graduation,Economics,Married,1,13,14,ClientSolutions,Conference,82,3240,13,12,15,Medium,Met Expectations,Passive,Promoter,Passive
AB1299,Male,34,Graduation,Economics,Divorced,5,27,10,ClientSolutions,LongTermProject,104,18828,9,8,16,Medium,Met Expectations,Promoter,Detractor,Passive
AB1300,Female,42,Masters / PHD,Economics,Married,3,13,8,ClientSolutions,Conference,148,3119,4,3,23,Very High,Exceed Expectations,Detractor,Promoter,Passive
AB1301,Female,27,Graduation,Economics,Single,1,8,1,ClientSolutions,Conference,130,7637,7,0,16,Medium,Met Expectations,Passive,Promoter,Detractor
AB1302,Male,37,Graduation,Economics,Married,7,33,15,ClientSolutions,Conference,172,20906,5,3,14,High,Met Expectations,Promoter,Passive,Detractor
AB1303,Male,44,Masters / PHD,Economics,Single,1,35,1,BusinessDevelopment,Conference,84,19250,34,0,17,Very High,Met Expectations,Promoter,Detractor,Passive
AB1304,Male,17,Graduation,Marketing / Finance,Single,1,4,3,ClientSolutions,Conference,118,3570,4,3,18,Medium,Met Expectations,Promoter,Passive,Detractor
AB1305,Female,30,Graduation,Economics,Married,1,21,7,ClientSolutions,Conference,20,15069,21,14,24,Very High,Exceed Expectations,Passive,Promoter,Detractor
AB1306,Female,20,Graduation,Phycology / Behavior Sciences,Divorced,1,8,9,BusinessDevelopment,Conference,164,5404,7,4,22,High,Exceed Expectations,Detractor,Passive,Passive
AB1307,Female,26,Masters / PHD,Bio-technology,Married,1,10,6,BusinessDevelopment,Conference,170,6833,10,9,19,High,Met Expectations,Passive,Detractor,Detractor
AB1308,Male,20,Graduation,Marketing / Finance,Married,1,4,10,Support,MonthlyTravel,109,2383,3,3,16,High,Met Expectations,Detractor,Promoter,Promoter
AB1309,Female,20,Under Graduation,Economics,Married,1,1,9,ClientSolutions,Conference,161,2788,1,1,14,High,Met Expectations,Passive,Promoter,Promoter
AB1310,Female,22,Graduation,Economics,Single,1,9,21,BusinessDevelopment,ClientEngagement,151,10953,9,9,16,High,Met Expectations,Passive,Passive,Promoter
AB1311,Male,25,Masters / PHD,Marketing / Finance,Divorced,3,7,15,ClientSolutions,Conference,217,2632,4,3,16,High,Met Expectations,Detractor,Passive,Promoter
AB1312,Male,53,Masters / PHD,Economics,Married,5,27,5,ClientSolutions,Conference,213,20052,4,3,14,High,Met Expectations,Promoter,Passive,Passive
AB1313,Female,21,Graduation,Phycology / Behavior Sciences,Married,1,7,4,ClientSolutions,Conference,102,2627,7,5,20,Medium,Met Expectations,Passive,Passive,Passive
AB1314,Male,18,Under Graduation,Economics,Single,1,1,22,BusinessDevelopment,ClientEngagement,65,1260,1,0,16,Low,Met Expectations,Passive,Promoter,Promoter
AB1315,Male,24,Graduation,Economics,Single,12,8,21,ClientSolutions,Conference,156,2444,4,3,18,High,Met Expectations,Promoter,Promoter,Promoter
AB1316,Male,30,Masters / PHD,Bio-technology,Single,10,5,9,BusinessDevelopment,ClientEngagement,198,5121,0,0,16,High,Met Expectations,Promoter,Promoter,Passive
AB1317,Female,31,Graduation,Economics,Single,5,13,1,ClientSolutions,Conference,20,8635,1,0,16,High,Met Expectations,Passive,Passive,Promoter
AB1318,Male,33,Graduation,Economics,Single,4,13,7,ClientSolutions,Conference,161,2406,5,3,16,High,Met Expectations,Detractor,Detractor,Passive
AB1319,Male,22,Graduation,Economics,Married,1,8,4,ClientSolutions,Conference,19,6755,8,3,20,Very High,Inconsistent,Promoter,Detractor,Passive
AB1320,Female,47,Masters / PHD,Economics,Single,3,21,25,ClientSolutions,Conference,116,17527,1,0,16,High,Met Expectations,Detractor,Promoter,Passive
AB1321,Male,44,Graduation,Bio-technology,Married,4,16,21,ClientSolutions,Conference,17,5959,13,9,20,High,Met Expectations,Passive,Promoter,Promoter
AB1322,Male,20,Graduation,Marketing / Finance,Single,3,5,8,ClientSolutions,LongTermProject,46,3506,0,0,14,Very High,Met Expectations,Passive,Detractor,Passive
AB1323,Female,33,Graduation,Bio-technology,Divorced,9,9,11,BusinessDevelopment,Conference,13,7531,7,1,15,High,Met Expectations,Passive,Passive,Passive
AB1324,Male,34,Graduation,Economics,Married,1,33,27,BusinessDevelopment,ClientEngagement,47,18585,33,16,15,High,Met Expectations,Passive,Promoter,Promoter
AB1325,Male,30,Graduation,Economics,Married,1,8,8,Support,Conference,155,2598,7,5,21,Medium,Exceed Expectations,Detractor,Detractor,Passive
AB1326,Female,33,Graduation,Bio-technology,Married,1,13,5,ClientSolutions,Conference,60,3729,13,8,16,Very High,Met Expectations,Passive,Passive,Passive
AB1327,Male,38,Masters / PHD,Bio-technology,Married,9,20,4,BusinessDevelopment,Conference,95,11909,16,14,14,Medium,Met Expectations,Passive,Promoter,Passive
AB1328,Male,24,Graduation,Bio-technology,Divorced,1,3,10,BusinessDevelopment,Conference,132,2549,3,3,16,High,Met Expectations,Promoter,Passive,Promoter
AB1329,Female,19,Graduation,Economics,Married,1,1,12,ClientSolutions,Conference,117,2454,1,0,16,High,Met Expectations,Promoter,Passive,Detractor
AB1330,Male,39,Graduation,Economics,Single,8,33,1,ClientSolutions,Conference,87,20013,1,0,15,Medium,Met Expectations,Promoter,Promoter,Passive
AB1331,Male,31,Graduation,Economics,Divorced,1,5,7,ClientSolutions,LongTermProject,84,2892,5,3,14,Very High,Met Expectations,Promoter,Passive,Promoter
AB1332,Male,25,Graduation,Economics,Married,4,13,16,ClientSolutions,Conference,37,5827,9,0,18,Very High,Met Expectations,Passive,Passive,Passive
AB1333,Male,34,Graduation,Bio-technology,Married,1,29,4,ClientSolutions,Conference,63,21071,29,22,14,High,Met Expectations,Passive,Promoter,Promoter
AB1334,Male,32,Graduation,Marketing / Finance,Married,1,12,9,BusinessDevelopment,Conference,159,6023,10,5,15,High,Met Expectations,Detractor,Detractor,Promoter
AB1335,Female,24,Graduation,Bio-technology,Divorced,1,1,5,ClientSolutions,Conference,72,2344,1,0,16,Medium,Met Expectations,Promoter,Detractor,Passive
AB1336,Female,30,Graduation,Economics,Single,1,22,1,ClientSolutions,Conference,166,2350,22,16,15,High,Met Expectations,Promoter,Passive,Passive
AB1337,Female,25,Graduation,Marketing / Finance,Divorced,3,10,11,BusinessDevelopment,Conference,128,7237,7,3,14,High,Met Expectations,Passive,Promoter,Promoter
AB1338,Female,38,Masters / PHD,Economics,Married,1,27,1,BusinessDevelopment,Conference,210,19768,26,20,16,High,Inconsistent,Passive,Passive,Promoter
AB1339,Male,29,Graduation,Bio-technology,Married,12,20,1,BusinessDevelopment,Conference,75,5196,14,12,14,High,Met Expectations,Passive,Passive,Passive
AB1340,Female,27,Under Graduation,Economics,Married,1,10,6,ClientSolutions,LongTermProject,48,4144,10,4,14,High,Met Expectations,Passive,Passive,Detractor
AB1341,Male,22,Graduation,Marketing / Finance,Divorced,1,7,1,ClientSolutions,Conference,174,4211,7,3,14,High,Met Expectations,Promoter,Passive,Passive
AB1342,Female,30,Graduation,Economics,Married,1,13,7,BusinessDevelopment,Conference,41,6260,13,9,14,High,Met Expectations,Detractor,Promoter,Detractor
AB1343,Male,30,Graduation,Economics,Divorced,1,16,14,ClientSolutions,Conference,41,13157,14,13,16,Medium,Met Expectations,Passive,Promoter,Passive
AB1344,Male,25,Graduation,Economics,Married,1,5,1,ClientSolutions,Conference,39,2818,5,3,15,Very High,Met Expectations,Promoter,Detractor,Promoter
AB1345,Male,34,Masters / PHD,Economics,Married,1,7,9,ClientSolutions,No,203,3110,7,5,22,Very High,Exceed Expectations,Detractor,Passive,Passive
AB1346,Male,36,Masters / PHD,Economics,Married,12,18,2,ClientSolutions,Conference,189,7204,1,0,16,High,Inconsistent,Promoter,Passive,Passive
AB1347,Female,34,Graduation,Marketing / Finance,Divorced,1,13,2,ClientSolutions,Conference,33,2873,12,8,14,Medium,Exceed Expectations,Promoter,Detractor,Passive
AB1348,Female,16,Under Graduation,Marketing / Finance,Single,1,4,4,ClientSolutions,Conference,17,3641,4,3,16,High,Met Expectations,Passive,Passive,Passive
AB1349,Female,30,Graduation,Economics,Married,12,13,6,ClientSolutions,No,52,12848,10,9,16,Very High,Met Expectations,Detractor,Detractor,Detractor
AB1350,Female,32,Graduation,Marketing / Finance,Single,1,27,6,Support,Conference,107,18014,27,9,21,High,Exceed Expectations,Passive,Promoter,Promoter
AB1351,Male,28,Graduation,Bio-technology,Married,1,13,1,BusinessDevelopment,Conference,118,7784,13,12,16,Medium,Met Expectations,Promoter,Passive,Promoter
AB1352,Female,23,Graduation,Marketing / Finance,Married,1,1,2,BusinessDevelopment,Conference,142,3161,1,0,20,High,Met Expectations,Passive,Passive,Promoter
AB1353,Male,27,Graduation,Marketing / Finance,Single,5,7,23,ClientSolutions,Conference,123,2567,3,3,20,Medium,Exceed Expectations,Detractor,Passive,Passive
AB1354,Female,32,Graduation,Marketing / Finance,Married,4,21,19,ClientSolutions,LongTermProject,107,4873,1,1,16,Medium,Met Expectations,Passive,Promoter,Promoter
AB1355,Male,24,Graduation,Economics,Married,1,8,2,ClientSolutions,Conference,161,2993,7,5,22,High,Exceed Expectations,Passive,Passive,Promoter
AB1356,Male,33,Masters / PHD,Phycology / Behavior Sciences,Single,1,5,8,ClientSolutions,Conference,106,4393,4,3,18,Medium,Met Expectations,Passive,Detractor,Passive
AB1357,Male,35,Masters / PHD,Economics,Divorced,1,9,1,ClientSolutions,Conference,167,6592,9,7,19,Medium,Met Expectations,Detractor,Passive,Passive
AB1358,Male,26,Graduation,Economics,Married,1,13,1,ClientSolutions,Conference,66,6840,13,5,18,High,Met Expectations,Passive,Passive,Passive
AB1359,Male,30,Graduation,Phycology / Behavior Sciences,Divorced,9,12,14,ClientSolutions,Conference,80,5324,1,0,16,High,Met Expectations,Detractor,Passive,Passive
AB1360,Female,41,Masters / PHD,Economics,Single,1,12,11,ClientSolutions,LongTermProject,28,2722,10,9,20,High,Met Expectations,Passive,Promoter,Detractor
AB1361,Male,26,Graduation,Economics,Married,1,13,7,ClientSolutions,Conference,129,5378,13,5,19,High,Met Expectations,Promoter,Passive,Detractor
AB1362,Male,25,Graduation,Bio-technology,Single,12,4,4,ClientSolutions,LongTermProject,56,2536,1,0,22,High,Exceed Expectations,Passive,Promoter,Passive
AB1363,Female,38,Masters / PHD,Bio-technology,Divorced,3,14,10,BusinessDevelopment,Conference,99,10651,1,0,15,Medium,Met Expectations,Detractor,Passive,Passive
AB1364,Male,40,Masters / PHD,Economics,Divorced,8,12,17,ClientSolutions,Conference,84,5954,5,4,18,Very High,Met Expectations,Promoter,Detractor,Passive
AB1365,Female,22,Graduation,Bio-technology,Married,1,8,7,BusinessDevelopment,Conference,25,6347,8,3,14,Medium,Met Expectations,Promoter,Promoter,Promoter
AB1366,Male,29,Graduation,Economics,Divorced,8,17,3,ClientSolutions,Conference,124,7520,7,5,20,Very High,Exceed Expectations,Promoter,Detractor,Detractor
AB1367,Male,23,Graduation,Economics,Single,7,8,22,ClientSolutions,Conference,12,2255,5,3,16,Medium,Met Expectations,Passive,Passive,Passive
AB1368,Female,31,Masters / PHD,Economics,Married,8,16,4,ClientSolutions,LongTermProject,83,13028,13,8,14,High,Met Expectations,Promoter,Passive,Passive
AB1369,Female,22,Under Graduation,Economics,Married,1,1,2,BusinessDevelopment,No,94,3129,1,0,15,High,Met Expectations,Passive,Detractor,Passive
AB1370,Male,36,Graduation,Marketing / Finance,Married,1,27,21,ClientSolutions,Conference,164,14798,26,9,16,High,Met Expectations,Passive,Promoter,Promoter
AB1371,Female,34,Graduation,Bio-technology,Married,7,30,19,BusinessDevelopment,ClientEngagement,67,14829,26,5,16,High,Met Expectations,Passive,Passive,Promoter
AB1372,Female,25,Graduation,Marketing / Finance,Single,1,16,2,ClientSolutions,No,135,2841,14,9,16,High,Met Expectations,Passive,Promoter,Passive
AB1373,Male,46,Graduation,Economics,Married,5,43,24,ClientSolutions,Conference,166,14695,25,21,15,High,Met Expectations,Promoter,Passive,Detractor
AB1374,Male,32,Masters / PHD,Economics,Single,1,12,10,ClientSolutions,LongTermProject,64,5204,12,9,16,Very High,Met Expectations,Passive,Promoter,Detractor
AB1375,Male,24,Graduation,Marketing / Finance,Single,12,10,9,BusinessDevelopment,Conference,57,6456,7,3,14,Medium,Met Expectations,Passive,Passive,Passive
AB1376,Female,30,Masters / PHD,Marketing / Finance,Divorced,7,12,17,ClientSolutions,No,172,7329,7,1,19,High,Met Expectations,Passive,Promoter,Passive
AB1377,Male,17,Under Graduation,Economics,Married,1,8,19,ClientSolutions,Conference,123,3071,7,4,15,Low,Met Expectations,Passive,Passive,Passive
AB1378,Male,49,Masters / PHD,Economics,Married,1,44,1,ClientSolutions,Conference,105,21910,43,23,16,Medium,Met Expectations,Passive,Passive,Detractor
AB1379,Female,48,Graduation,Marketing / Finance,Single,5,12,7,ClientSolutions,Conference,139,3697,1,0,20,Medium,Exceed Expectations,Passive,Passive,Passive
AB1380,Female,47,Masters / PHD,Marketing / Finance,Married,1,21,15,ClientSolutions,Conference,71,7219,20,14,16,High,Inconsistent,Passive,Detractor,Passive
AB1381,Female,16,Graduation,Marketing / Finance,Single,1,3,2,BusinessDevelopment,Conference,61,2273,3,3,16,Medium,Met Expectations,Passive,Passive,Promoter
AB1382,Female,25,Graduation,Marketing / Finance,Divorced,10,5,5,ClientSolutions,Conference,57,4388,3,3,15,Very High,Met Expectations,Detractor,Passive,Passive
